fips,state,county,votes_dem,votes_gop,total_votes,per_dem,per_gop,per_point_diff
21107,Kentucky,Hopkins County,5439,15757,21512,0.252835627,0.732474898,0.479639271
21109,Kentucky,Jackson County,605,5453,6113,0.098969409,0.892033372,0.793063962
21111,Kentucky,Jefferson County,228358,150646,386629,0.590638571,0.38963968,-0.20099889
21113,Kentucky,Jessamine County,8567,17096,26280,0.325989346,0.650532725,0.324543379
21115,Kentucky,Johnson County,1608,8450,10192,0.157770801,0.829081633,0.671310832
21117,Kentucky,Kenton County,32271,48129,82198,0.392600793,0.585525195,0.192924402
21119,Kentucky,Knott County,1412,4780,6252,0.225847729,0.764555342,0.538707614
21121,Kentucky,Knox County,2114,11012,13273,0.1592707,0.829654185,0.670383485
21123,Kentucky,Larue County,1504,5685,7301,0.205999178,0.778660457,0.572661279
21125,Kentucky,Laurel County,4475,23237,28111,0.159190353,0.826615915,0.667425563
21127,Kentucky,Lawrence County,1238,5633,6955,0.178001438,0.80992092,0.631919482
21129,Kentucky,Lee County,481,2273,2801,0.171724384,0.811495894,0.63977151
21131,Kentucky,Leslie County,446,4321,4813,0.092665697,0.897776854,0.805111157
21133,Kentucky,Letcher County,1799,7226,9135,0.196934866,0.791023536,0.59408867
21135,Kentucky,Lewis County,823,4986,5883,0.139894612,0.847526772,0.70763216
21137,Kentucky,Lincoln County,2254,8489,10914,0.206523731,0.77780832,0.571284589
21139,Kentucky,Livingston County,939,4010,5004,0.18764988,0.801358913,0.613709033
21141,Kentucky,Logan County,3094,9067,12350,0.250526316,0.73417004,0.483643725
21143,Kentucky,Lyon County,1092,3100,4228,0.258278146,0.73320719,0.474929044
21145,Kentucky,McCracken County,11195,21820,33549,0.333691019,0.650391964,0.316700945
21147,Kentucky,McCreary County,725,5664,6438,0.112612613,0.879776328,0.767163715
21149,Kentucky,McLean County,1074,3633,4782,0.224592221,0.759723965,0.535131744
21151,Kentucky,Madison County,15581,27356,43957,0.35446004,0.622335464,0.267875424
21153,Kentucky,Magoffin County,1214,4174,5447,0.222874977,0.766293372,0.543418395
21155,Kentucky,Marion County,2722,6113,8928,0.304883513,0.684699821,0.379816308
21157,Kentucky,Marshall County,4071,13297,17603,0.231267398,0.755382605,0.524115208
21159,Kentucky,Martin County,403,3496,3936,0.102388211,0.888211382,0.785823171
21161,Kentucky,Mason County,2362,5477,7958,0.296808243,0.688238251,0.391430008
21163,Kentucky,Meade County,3632,10185,14113,0.257351378,0.721675051,0.464323673
21165,Kentucky,Menifee County,750,2311,3102,0.241779497,0.745003224,0.503223727
21167,Kentucky,Mercer County,3033,8506,11735,0.258457605,0.724840222,0.466382616
21169,Kentucky,Metcalfe County,975,3959,5012,0.194533121,0.78990423,0.595371109
21171,Kentucky,Monroe County,657,4628,5330,0.12326454,0.868292683,0.745028143
21173,Kentucky,Montgomery County,3630,8993,12842,0.282666251,0.70028033,0.417614079
21175,Kentucky,Morgan County,1175,4301,5544,0.211940837,0.775793651,0.563852814
21177,Kentucky,Muhlenberg County,3545,10497,14235,0.249034071,0.737407798,0.488373727
21179,Kentucky,Nelson County,7188,15703,23256,0.309081527,0.675223598,0.366142071
21181,Kentucky,Nicholas County,955,2408,3396,0.281213192,0.709069494,0.427856302
21183,Kentucky,Ohio County,2404,8582,11129,0.21601222,0.771138467,0.555126247
21185,Kentucky,Oldham County,14505,22654,37976,0.381951759,0.596534653,0.214582894
21187,Kentucky,Owen County,1098,4292,5458,0.201172591,0.786368633,0.585196043
21189,Kentucky,Owsley County,216,1671,1896,0.113924051,0.881329114,0.767405063
21191,Kentucky,Pendleton County,1322,5515,6925,0.190902527,0.796389892,0.605487365
21193,Kentucky,Perry County,2356,8129,10626,0.221720309,0.765010352,0.543290043
21195,Kentucky,Pike County,4866,20284,25395,0.191612522,0.798739909,0.607127387
21197,Kentucky,Powell County,1367,4041,5505,0.248319709,0.734059946,0.485740236
21199,Kentucky,Pulaski County,5666,25442,31557,0.179548119,0.806223659,0.626675539
21201,Kentucky,Robertson County,253,884,1146,0.220767888,0.771378709,0.55061082
21203,Kentucky,Rockcastle County,1134,6577,7784,0.145683453,0.844938335,0.699254882
21205,Kentucky,Rowan County,3880,5994,10065,0.385494287,0.595529061,0.210034774
21207,Kentucky,Russell County,1331,7519,8955,0.148632049,0.839642658,0.691010609
21209,Kentucky,Scott County,10567,17767,28969,0.364769236,0.61331078,0.248541544
21211,Kentucky,Shelby County,8077,15055,23550,0.342972399,0.639278132,0.296305732
21213,Kentucky,Simpson County,2681,5888,8732,0.307031608,0.67430142,0.367269812
21215,Kentucky,Spencer County,2530,8737,11433,0.22128925,0.764191376,0.542902125
21217,Kentucky,Taylor County,2963,9376,12517,0.236718063,0.749061277,0.512343213
21219,Kentucky,Todd County,1205,4062,5363,0.224687675,0.757411896,0.532724222
21221,Kentucky,Trigg County,1791,5487,7376,0.242814534,0.743899132,0.501084599
21223,Kentucky,Trimble County,1012,3227,4320,0.234259259,0.746990741,0.512731481
21225,Kentucky,Union County,1529,4965,6577,0.232476813,0.754903451,0.522426638
21227,Kentucky,Warren County,22479,31791,55401,0.405750799,0.573834407,0.168083609
21229,Kentucky,Washington County,1644,4482,6225,0.264096386,0.72,0.455903614
21231,Kentucky,Wayne County,1700,7430,9240,0.183982684,0.804112554,0.62012987
21233,Kentucky,Webster County,1412,4506,5993,0.23560821,0.75187719,0.51626898
21235,Kentucky,Whitley County,2552,12567,15356,0.166189112,0.818377182,0.65218807
21237,Kentucky,Wolfe County,839,2097,2979,0.281638134,0.703927492,0.422289359
21239,Kentucky,Woodford County,6530,8362,15211,0.429294589,0.549733745,0.120439156
22001,Louisiana,Acadia Parish,5443,22596,28425,0.191486368,0.794934037,0.603447669
22003,Louisiana,Allen Parish,2108,7574,9810,0.214882773,0.772069317,0.557186544
22005,Louisiana,Ascension Parish,20399,40687,62325,0.327300441,0.652819896,0.325519454
22007,Louisiana,Assumption Parish,3833,7271,11235,0.341165999,0.64717401,0.306008011
22009,Louisiana,Avoyelles Parish,4979,12028,17292,0.287936618,0.695581772,0.407645154
22011,Louisiana,Beauregard Parish,2542,13575,16357,0.155407471,0.829919912,0.674512441
22013,Louisiana,Bienville Parish,3067,3891,7050,0.435035461,0.551914894,0.116879433
22015,Louisiana,Bossier Parish,15662,38074,54655,0.286561156,0.69662428,0.410063123
22017,Louisiana,Caddo Parish,55110,48021,104912,0.525297392,0.457726476,-0.067570917
22019,Louisiana,Calcasieu Parish,25982,55066,82663,0.314312328,0.666150515,0.351838186
22021,Louisiana,Caldwell Parish,745,3976,4762,0.156446871,0.834943301,0.67849643
22023,Louisiana,Cameron Parish,324,3671,4039,0.080217876,0.908888339,0.828670463
22025,Louisiana,Catahoula Parish,1269,3541,4858,0.261218608,0.728900782,0.467682174
22027,Louisiana,Claiborne Parish,2731,3770,6580,0.415045593,0.572948328,0.157902736
22029,Louisiana,Concordia Parish,3177,5550,8828,0.359877662,0.628681468,0.268803806
22031,Louisiana,De Soto Parish,5457,9112,14736,0.37031759,0.61834962,0.24803203
22033,Louisiana,East Baton Rouge Parish,115577,88420,208182,0.555172878,0.42472452,-0.130448358
22035,Louisiana,East Carroll Parish,1900,1080,3036,0.625823452,0.355731225,-0.270092227
22037,Louisiana,East Feliciana Parish,4280,6064,10509,0.407269959,0.577029213,0.169759254
22039,Louisiana,Evangeline Parish,4158,11053,15412,0.269789774,0.71716844,0.447378666
22041,Louisiana,Franklin Parish,2658,6970,9720,0.27345679,0.717078189,0.443621399
22043,Louisiana,Grant Parish,1157,8117,9392,0.123189949,0.864246167,0.741056218
22045,Louisiana,Iberia Parish,11027,21251,32713,0.337083117,0.649619417,0.312536301
22047,Louisiana,Iberville Parish,8514,7893,16719,0.509240983,0.472097613,-0.03714337
22049,Louisiana,Jackson Parish,2143,5394,7632,0.280791405,0.706761006,0.425969602
22051,Louisiana,Jefferson Parish,84477,105949,193733,0.436048582,0.546881533,0.110832951
22053,Louisiana,Jefferson Davis Parish,3208,11423,14841,0.216157941,0.769692069,0.553534128
22055,Louisiana,Lafayette Parish,39685,72519,114521,0.346530331,0.633237572,0.286707241
22057,Louisiana,Lafourche Parish,8672,36024,45388,0.191063717,0.793689962,0.602626245
22059,Louisiana,LaSalle Parish,638,6378,7077,0.090151194,0.901229334,0.81107814
22061,Louisiana,Lincoln Parish,7559,11311,19275,0.392166018,0.586822309,0.194656291
22063,Louisiana,Livingston Parish,9249,54877,65230,0.141790587,0.841284685,0.699494098
22065,Louisiana,Madison Parish,2654,1930,4670,0.568308351,0.413276231,-0.15503212
22067,Louisiana,Morehouse Parish,4946,6510,11574,0.427337135,0.5624676,0.135130465
22069,Louisiana,Natchitoches Parish,6896,9358,16554,0.416576054,0.565301438,0.148725384
22071,Louisiana,Orleans Parish,147854,26664,177819,0.831485949,0.14995023,-0.681535719
22073,Louisiana,Ouachita Parish,25913,42255,69166,0.374649394,0.610921551,0.236272157
22075,Louisiana,Plaquemines Parish,3414,7412,11014,0.30996913,0.672961685,0.362992555
22077,Louisiana,Pointe Coupee Parish,4683,7503,12371,0.378546601,0.60649907,0.227952469
22079,Louisiana,Rapides Parish,19475,38347,58865,0.330841757,0.651439735,0.320597978
22081,Louisiana,Red River Parish,1644,2413,4132,0.397870281,0.583978703,0.186108422
22083,Louisiana,Richland Parish,3225,6607,9940,0.32444668,0.664688129,0.340241449
22085,Louisiana,Sabine Parish,1731,8776,10596,0.163363533,0.828237071,0.664873537
22087,Louisiana,St. Bernard Parish,6151,11179,17650,0.348498584,0.633371105,0.284872521
22089,Louisiana,St. Charles Parish,9800,18233,28517,0.343654662,0.639373006,0.295718343
22091,Louisiana,St. Helena Parish,3346,2714,6158,0.543358233,0.440727509,-0.102630724
22093,Louisiana,St. James Parish,6510,5954,12590,0.517077045,0.472915012,-0.044162033
22095,Louisiana,St. John the Baptist Parish,13582,7538,21432,0.633725271,0.351717059,-0.282008212
22097,Louisiana,St. Landry Parish,17372,23171,41154,0.422121786,0.56303154,0.140909754
22099,Louisiana,St. Martin Parish,8439,18203,27038,0.312116281,0.673237666,0.361121385
22101,Louisiana,St. Mary Parish,8055,14811,23186,0.347407919,0.63879065,0.291382731
22103,Louisiana,St. Tammany Parish,37746,99666,140110,0.269402612,0.711341089,0.441938477
22105,Louisiana,Tangipahoa Parish,18887,37806,57661,0.327552418,0.655659805,0.328107386
22107,Louisiana,Tensas Parish,1329,1197,2554,0.520360219,0.468676586,-0.051683634
22109,Louisiana,Terrebonne Parish,11198,34339,46240,0.24217128,0.742625433,0.500454152
22111,Louisiana,Union Parish,2654,8407,11201,0.23694313,0.750557986,0.513614856
22113,Louisiana,Vermilion Parish,5009,21930,27324,0.183318694,0.802591129,0.619272434
22115,Louisiana,Vernon Parish,2898,14107,17268,0.167824878,0.816944637,0.649119759
22117,Louisiana,Washington Parish,5970,13307,19513,0.30594988,0.681955619,0.37600574
22119,Louisiana,Webster Parish,6172,11830,18216,0.338823013,0.649429073,0.310606061
22121,Louisiana,West Baton Rouge Parish,6200,7684,14097,0.439809889,0.545080514,0.105270625
22123,Louisiana,West Carroll Parish,710,4317,5052,0.140538401,0.854513064,0.713974663
22125,Louisiana,West Feliciana Parish,2298,3863,6268,0.366624123,0.616305041,0.249680919
22127,Louisiana,Winn Parish,1543,4619,6225,0.247871486,0.742008032,0.494136546
23001,Maine,Androscoggin County,27617,29268,58707,0.470420904,0.498543615,0.028122711
23003,Maine,Aroostook County,13956,21080,35746,0.390421306,0.589716332,0.199295026
23005,Maine,Cumberland County,128759,59584,193765,0.664511135,0.307506516,-0.357004619
23007,Maine,Franklin County,8069,8754,17390,0.4640023,0.503392754,0.039390454
23009,Maine,Hancock County,19369,14982,35325,0.548308563,0.424118896,-0.124189667
23011,Maine,Kennebec County,34902,34721,71858,0.485707924,0.483189067,-0.002518857
23013,Maine,Knox County,15110,9982,25734,0.587160954,0.387891505,-0.199269449
23015,Maine,Lincoln County,12684,10256,23594,0.537594304,0.434686785,-0.102907519
23017,Maine,Oxford County,14755,17698,33492,0.440552968,0.528424698,0.087871731
23019,Maine,Penobscot County,37713,44825,85269,0.442282658,0.525689289,0.083406631
23021,Maine,Piscataquis County,3517,6143,9908,0.354965684,0.620004037,0.265038353
23023,Maine,Sagadahoc County,13528,9755,24038,0.562775605,0.405815792,-0.156959814
23025,Maine,Somerset County,10199,16644,27578,0.369823773,0.603524549,0.233700776
23027,Maine,Waldo County,12345,11196,24320,0.507606908,0.460361842,-0.047245066
23029,Maine,Washington County,6761,10194,17357,0.38952584,0.587313476,0.197787636
23031,Maine,York County,71189,54817,129659,0.549047887,0.422778211,-0.126269677
24001,Maryland,Allegany County,9158,20886,30641,0.298880585,0.681635717,0.382755132
24003,Maryland,Anne Arundel County,172823,127821,309617,0.558183175,0.412835858,-0.145347316
24005,Maryland,Baltimore County,258409,146202,414932,0.622774334,0.352351711,-0.270422623
24009,Maryland,Calvert County,22587,25346,49112,0.459907965,0.516085682,0.056177716
24011,Maryland,Caroline County,5095,10283,15794,0.322590857,0.651070027,0.328479169
24013,Maryland,Carroll County,36456,60218,100327,0.363371774,0.600217289,0.236845515
24015,Maryland,Cecil County,16809,29439,47462,0.35415701,0.620264633,0.266107623
24017,Maryland,Charles County,62171,25579,89498,0.694663568,0.285805269,-0.408858299
24019,Maryland,Dorchester County,6857,8764,15977,0.429179445,0.548538524,0.119359079
24021,Maryland,Frederick County,77675,63682,145615,0.533427188,0.437331319,-0.096095869
24023,Maryland,Garrett County,3281,12002,15611,0.210172314,0.76881686,0.558644546
24025,Maryland,Harford County,63095,80930,148186,0.425782463,0.546137962,0.120355499
24027,Maryland,Howard County,129433,48390,183062,0.707044608,0.264336673,-0.442707935
24029,Maryland,Kent County,5329,5195,10794,0.493700204,0.4812859,-0.012414304
24031,Maryland,Montgomery County,419569,101222,533743,0.786088061,0.189645578,-0.596442483
24033,Maryland,Prince George's County,379208,37090,424855,0.892558638,0.087300373,-0.805258265
24035,Maryland,Queen Anne's County,10709,18741,30290,0.353549026,0.618719049,0.265170023
24037,Maryland,St. Mary's County,23138,30826,55665,0.41566514,0.553777059,0.13811192
24039,Maryland,Somerset County,4241,5739,10147,0.417956046,0.565585887,0.147629841
24041,Maryland,Talbot County,11062,10946,22555,0.490445577,0.485302594,-0.005142984
24043,Maryland,Washington County,26044,40224,67779,0.384248809,0.593458151,0.209209342
24045,Maryland,Wicomico County,22054,22944,46216,0.477194045,0.496451445,0.0192574
24047,Maryland,Worcester County,12560,18571,31691,0.396327033,0.586002335,0.189675302
24510,Maryland,Baltimore city,207260,25374,237461,0.87281701,0.106855442,-0.765961568
25001,Massachusetts,Barnstable County,91994,55311,150325,0.611967404,0.367942791,-0.244024613
25003,Massachusetts,Berkshire County,51705,18064,71375,0.72441331,0.253085814,-0.471327496
25005,Massachusetts,Bristol County,153377,119872,279279,0.549189162,0.429219526,-0.119969636
25007,Massachusetts,Dukes County,9914,2631,12798,0.774652289,0.205578997,-0.569073293
25009,Massachusetts,Essex County,267198,144837,421210,0.634358159,0.343859358,-0.290498801
25011,Massachusetts,Franklin County,30030,11201,42458,0.707287201,0.263813651,-0.44347355
25013,Massachusetts,Hampden County,125948,87318,218177,0.577274415,0.400216338,-0.177058077
25015,Massachusetts,Hampshire County,63362,22281,87854,0.721219296,0.25361395,-0.467605345
25017,Massachusetts,Middlesex County,617196,226956,863577,0.714697126,0.262809223,-0.451887903
25019,Massachusetts,Nantucket County,5241,1914,7306,0.717355598,0.261976458,-0.45537914
25021,Massachusetts,Norfolk County,273312,125294,407751,0.670291428,0.307280669,-0.363010759
25023,Massachusetts,Plymouth County,173630,121227,301816,0.575284279,0.401658626,-0.173625653
25025,Massachusetts,Suffolk County,270522,58613,335462,0.806416226,0.174723218,-0.631693008
25027,Massachusetts,Worcester County,248773,171683,432014,0.575844764,0.397401473,-0.178443291
26001,Michigan,Alcona County,2142,4848,7064,0.303227633,0.686296716,0.383069083
26003,Michigan,Alger County,2053,3014,5128,0.400351014,0.58775351,0.187402496
26005,Michigan,Allegan County,24449,41392,67094,0.364399201,0.616925507,0.252526306
26007,Michigan,Alpena County,6000,10686,16969,0.353585951,0.629736578,0.276150628
26009,Michigan,Antrim County,5960,9748,15949,0.373691141,0.611198194,0.237507054
26011,Michigan,Arenac County,2774,5928,8831,0.314120711,0.671271657,0.357150946
26013,Michigan,Baraga County,1478,2512,4038,0.366022784,0.622090144,0.25606736
26015,Michigan,Barry County,11797,23471,35905,0.328561482,0.653697257,0.325135775
26017,Michigan,Bay County,26151,33125,60255,0.434005477,0.549746909,0.115741432
26019,Michigan,Benzie County,5480,6601,12262,0.44690915,0.538329799,0.091420649
26021,Michigan,Berrien County,37438,43519,82391,0.454394291,0.528200896,0.073806605
26023,Michigan,Branch County,6159,14064,20536,0.299912349,0.684846124,0.384933775
26025,Michigan,Calhoun County,28877,36221,66281,0.435675382,0.546476366,0.110800984
26027,Michigan,Cass County,9130,16699,26216,0.348260604,0.636977418,0.288716814
26029,Michigan,Charlevoix County,6939,9841,17000,0.408176471,0.578882353,0.170705882
26031,Michigan,Cheboygan County,5437,10186,15868,0.342639274,0.641920847,0.299281573
26033,Michigan,Chippewa County,6648,10681,17642,0.376828024,0.605430223,0.228602199
26035,Michigan,Clare County,5199,10861,16281,0.31932928,0.667096616,0.347767336
26037,Michigan,Clinton County,21968,25098,47927,0.458363762,0.523671417,0.065307655
26039,Michigan,Crawford County,2672,5087,7861,0.339905864,0.647118687,0.307212823
26041,Michigan,Delta County,7606,13207,21151,0.359604747,0.624414921,0.264810174
26043,Michigan,Dickinson County,4744,9617,14589,0.325176503,0.659195284,0.334018781
26045,Michigan,Eaton County,31299,31798,64327,0.486560853,0.494318093,0.00775724
26047,Michigan,Emmet County,9662,12135,22177,0.435676602,0.547188529,0.111511927
26049,Michigan,Genesee County,119390,98714,221360,0.539347669,0.44594326,-0.093404409
26051,Michigan,Gladwin County,4524,9893,14603,0.309799356,0.677463535,0.367664179
26053,Michigan,Gogebic County,3570,4600,8266,0.431889669,0.556496492,0.124606823
26055,Michigan,Grand Traverse County,28683,30502,60236,0.476177037,0.506374925,0.030197888
26057,Michigan,Gratiot County,6693,12102,19127,0.349924191,0.632718147,0.282793956
26059,Michigan,Hillsdale County,5883,17037,23302,0.252467599,0.731138958,0.478671359
26061,Michigan,Houghton County,7750,10378,18501,0.418896276,0.560942652,0.142046376
26063,Michigan,Huron County,5490,12731,18437,0.297770787,0.690513641,0.392742854
